Time,Gear,Vehicle speed km/h,Engine speed rpm,Current engine torque Nm,Actual clutch torque layer Nm,Boost pressure bar,Accelerator pedal value of the monitoring functions %,Vehicle acceleration m/s²,Exhaust pressure upstream of the turbine bar,Current speed of the turbocharger rpm,Rail pressure - actual value bar,Ambient temperature ° C,Engine temperature ° C,Transmission oil temperature ° C
1062.6910,7.00,86.00,1754.00,373.89,323.80,1.30,52.00,1.10,2.22,163218.00,1161.18,30.00,92.00,80.00
1062.6910,7.00,86.00,1754.00,373.89,358.10,1.30,52.00,1.10,2.22,163218.00,1161.18,30.00,92.00,80.00
1062.6910,7.00,86.00,1754.00,373.89,358.10,1.23,52.00,1.10,2.22,163218.00,1161.18,30.00,92.00,80.00
1062.6910,7.00,86.00,1754.00,373.89,358.10,1.23,71.00,1.10,2.22,163218.00,1161.18,30.00,92.00,80.00
1062.6910,7.00,86.00,1754.00,373.89,358.10,1.23,71.00,1.10,2.22,163218.00,1161.18,30.00,92.00,80.00
1062.6910,7.00,86.00,1754.00,373.89,358.10,1.23,71.00,1.10,2.19,163218.00,1161.18,30.00,92.00,80.00
1062.6910,7.00,86.00,1754.00,373.89,358.10,1.23,71.00,1.10,2.19,159796.00,1161.18,30.00,92.00,80.00
1062.6910,7.00,86.00,1754.00,373.89,358.10,1.23,71.00,1.10,2.19,159796.00,1166.08,30.00,92.00,80.00
1062.6910,7.00,86.00,1754.00,373.89,358.10,1.23,71.00,1.10,2.19,159796.00,1166.08,30.00,92.00,80.00
1062.6910,7.00,86.00,1754.00,373.89,358.10,1.23,71.00,1.10,2.19,159796.00,1166.08,30.00,92.00,80.00
1062.6910,7.00,86.00,1754.00,373.89,358.10,1.23,71.00,1.10,2.19,159796.00,1166.08,30.00,92.00,80.00
1063.3669,7.00,86.00,1754.00,373.89,358.10,1.23,71.00,1.10,2.19,159796.00,1166.08,30.00,92.00,80.00
1063.3669,7.00,89.00,1754.00,373.89,358.10,1.23,71.00,1.10,2.19,159796.00,1166.08,30.00,92.00,80.00
1063.3669,7.00,89.00,1790.00,373.89,358.10,1.23,71.00,1.10,2.19,159796.00,1166.08,30.00,92.00,80.00
1063.3669,7.00,89.00,1790.00,378.81,358.10,1.23,71.00,1.10,2.19,159796.00,1166.08,30.00,92.00,80.00
1063.3669,7.00,89.00,1790.00,378.81,363.50,1.23,71.00,1.10,2.19,159796.00,1166.08,30.00,92.00,80.00
1063.3669,7.00,89.00,1790.00,378.81,363.50,1.34,71.00,1.10,2.19,159796.00,1166.08,30.00,92.00,80.00
1063.3669,7.00,89.00,1790.00,378.81,363.50,1.34,73.00,1.10,2.19,159796.00,1166.08,30.00,92.00,80.00
1063.3669,7.00,89.00,1790.00,378.81,363.50,1.34,73.00,1.16,2.19,159796.00,1166.08,30.00,92.00,80.00
1063.3669,7.00,89.00,1790.00,378.81,363.50,1.34,73.00,1.16,2.19,159796.00,1166.08,30.00,92.00,80.00
1063.3669,7.00,89.00,1790.00,378.81,363.50,1.34,73.00,1.16,2.19,165789.00,1166.08,30.00,92.00,80.00
1063.3669,7.00,89.00,1790.00,378.81,363.50,1.34,73.00,1.16,2.19,165789.00,1168.18,30.00,92.00,80.00
1063.3669,7.00,89.00,1790.00,378.81,363.50,1.34,73.00,1.16,2.19,165789.00,1168.18,30.00,92.00,80.00
1063.3669,7.00,89.00,1790.00,378.81,363.50,1.34,73.00,1.16,2.19,165789.00,1168.18,30.00,92.00,80.00
1063.3669,7.00,89.00,1790.00,378.81,363.50,1.34,73.00,1.16,2.19,165789.00,1168.18,30.00,92.00,80.00
1064.0380,7.00,89.00,1790.00,378.81,363.50,1.34,73.00,1.16,2.19,165789.00,1168.18,30.00,92.00,80.00
1064.0380,7.00,92.00,1790.00,378.81,363.50,1.34,73.00,1.16,2.19,165789.00,1168.18,30.00,92.00,80.00
1064.0380,7.00,92.00,1839.00,378.81,363.50,1.34,73.00,1.16,2.19,165789.00,1168.18,30.00,92.00,80.00
1064.0380,7.00,92.00,1839.00,383.73,363.50,1.34,73.00,1.16,2.19,165789.00,1168.18,30.00,92.00,80.00
1064.0380,7.00,92.00,1839.00,383.73,368.20,1.34,73.00,1.16,2.19,165789.00,1168.18,30.00,92.00,80.00
1064.0380,7.00,92.00,1839.00,383.73,368.20,1.37,73.00,1.16,2.19,165789.00,1168.18,30.00,92.00,80.00
1064.0380,7.00,92.00,1839.00,383.73,368.20,1.37,74.00,1.16,2.19,165789.00,1168.18,30.00,92.00,80.00
1064.0380,7.00,92.00,1839.00,383.73,368.20,1.37,74.00,1.06,2.19,165789.00,1168.18,30.00,92.00,80.00
1064.0380,7.00,92.00,1839.00,383.73,368.20,1.37,74.00,1.06,2.14,165789.00,1168.18,30.00,92.00,80.00
1064.0389,7.00,92.00,1839.00,383.73,368.20,1.37,74.00,1.06,2.14,166949.00,1168.18,30.00,92.00,80.00
1064.0389,7.00,92.00,1839.00,383.73,368.20,1.37,74.00,1.06,2.14,166949.00,1192.95,30.00,92.00,80.00
1064.0389,7.00,92.00,1839.00,383.73,368.20,1.37,74.00,1.06,2.14,166949.00,1192.95,30.00,92.00,80.00
1064.0389,7.00,92.00,1839.00,383.73,368.20,1.37,74.00,1.06,2.14,166949.00,1192.95,30.00,92.00,80.00
1064.0389,7.00,92.00,1839.00,383.73,368.20,1.37,74.00,1.06,2.14,166949.00,1192.95,30.00,92.00,80.00
1064.7190,7.00,92.00,1839.00,383.73,368.20,1.37,74.00,1.06,2.14,166949.00,1192.95,30.00,92.00,80.00
1064.7190,7.00,95.00,1839.00,383.73,368.20,1.37,74.00,1.06,2.14,166949.00,1192.95,30.00,92.00,80.00
1064.7190,7.00,95.00,1890.00,383.73,368.20,1.37,74.00,1.06,2.14,166949.00,1192.95,30.00,92.00,80.00
1064.7190,7.00,95.00,1890.00,387.85,368.20,1.37,74.00,1.06,2.14,166949.00,1192.95,30.00,92.00,80.00
1064.7190,7.00,95.00,1890.00,387.85,372.20,1.37,74.00,1.06,2.14,166949.00,1192.95,30.00,92.00,80.00
1064.7190,7.00,95.00,1890.00,387.85,372.20,1.37,74.00,1.06,2.14,166949.00,1192.95,30.00,92.00,80.00
1064.7190,7.00,95.00,1890.00,387.85,372.20,1.37,74.00,1.06,2.14,166949.00,1192.95,30.00,92.00,80.00
1064.7190,7.00,95.00,1890.00,387.85,372.20,1.37,74.00,1.22,2.14,166949.00,1192.95,30.00,92.00,80.00
1064.7190,7.00,95.00,1890.00,387.85,372.20,1.37,74.00,1.22,2.15,166949.00,1192.95,30.00,92.00,80.00
1064.7190,7.00,95.00,1890.00,387.85,372.20,1.37,74.00,1.22,2.15,167048.00,1192.95,30.00,92.00,80.00
1064.7190,7.00,95.00,1890.00,387.85,372.20,1.37,74.00,1.22,2.15,167048.00,1209.98,30.00,92.00,80.00
1064.7190,7.00,95.00,1890.00,387.85,372.20,1.37,74.00,1.22,2.15,167048.00,1209.98,30.00,92.00,80.00
1064.7190,7.00,95.00,1890.00,387.85,372.20,1.37,74.00,1.22,2.15,167048.00,1209.98,30.00,92.00,80.00
1064.7190,7.00,95.00,1890.00,387.85,372.20,1.37,74.00,1.22,2.15,167048.00,1209.98,30.00,92.00,80.00
1065.3870,7.00,95.00,1890.00,387.85,372.20,1.37,74.00,1.22,2.15,167048.00,1209.98,30.00,92.00,80.00
1065.3870,7.00,97.00,1890.00,387.85,372.20,1.37,74.00,1.22,2.15,167048.00,1209.98,30.00,92.00,80.00
1065.3870,7.00,97.00,1934.00,387.85,372.20,1.37,74.00,1.22,2.15,167048.00,1209.98,30.00,92.00,80.00
1065.3870,7.00,97.00,1934.00,392.09,372.20,1.37,74.00,1.22,2.15,167048.00,1209.98,30.00,92.00,80.00
1065.3870,7.00,97.00,1934.00,392.09,377.10,1.37,74.00,1.22,2.15,167048.00,1209.98,30.00,92.00,80.00
1065.3870,7.00,97.00,1934.00,392.09,377.10,1.40,74.00,1.22,2.15,167048.00,1209.98,30.00,92.00,80.00
1065.3870,7.00,97.00,1934.00,392.09,377.10,1.40,73.00,1.22,2.15,167048.00,1209.98,30.00,92.00,80.00
1065.3870,7.00,97.00,1934.00,392.09,377.10,1.40,73.00,1.04,2.15,167048.00,1209.98,30.00,92.00,80.00
1065.3870,7.00,97.00,1934.00,392.09,377.10,1.40,73.00,1.04,2.17,167048.00,1209.98,30.00,92.00,80.00
1065.3870,7.00,97.00,1934.00,392.09,377.10,1.40,73.00,1.04,2.17,167868.00,1209.98,30.00,92.00,80.00
1065.3870,7.00,97.00,1934.00,392.09,377.10,1.40,73.00,1.04,2.17,167868.00,1227.88,30.00,92.00,80.00
1065.3870,7.00,97.00,1934.00,392.09,377.10,1.40,73.00,1.04,2.17,167868.00,1227.88,30.00,92.00,80.00
1065.3870,7.00,97.00,1934.00,392.09,377.10,1.40,73.00,1.04,2.17,167868.00,1227.88,30.00,92.00,80.00
1065.3870,7.00,97.00,1934.00,392.09,377.10,1.40,73.00,1.04,2.17,167868.00,1227.88,30.00,92.00,80.00
1066.0850,7.00,97.00,1934.00,392.09,377.10,1.40,73.00,1.04,2.17,167868.00,1227.88,30.00,92.00,80.00
1066.0850,7.00,100.00,1934.00,392.09,377.10,1.40,73.00,1.04,2.17,167868.00,1227.88,30.00,92.00,80.00
1066.0850,7.00,100.00,1978.00,392.09,377.10,1.40,73.00,1.04,2.17,167868.00,1227.88,30.00,92.00,80.00
1066.0850,7.00,100.00,1978.00,393.81,377.10,1.40,73.00,1.04,2.17,167868.00,1227.88,30.00,92.00,80.00
1066.0850,7.00,100.00,1978.00,393.81,379.00,1.40,73.00,1.04,2.17,167868.00,1227.88,30.00,92.00,80.00
1066.0850,7.00,100.00,1978.00,393.81,379.00,1.45,73.00,1.04,2.17,167868.00,1227.88,30.00,92.00,80.00
1066.0850,7.00,100.00,1978.00,393.81,379.00,1.45,82.00,1.04,2.17,167868.00,1227.88,30.00,92.00,80.00
1066.0850,7.00,100.00,1978.00,393.81,379.00,1.45,82.00,1.15,2.17,167868.00,1227.88,30.00,92.00,80.00
1066.0850,7.00,100.00,1978.00,393.81,379.00,1.45,82.00,1.15,2.24,167868.00,1227.88,30.00,92.00,80.00
1066.0850,7.00,100.00,1978.00,393.81,379.00,1.45,82.00,1.15,2.24,170428.00,1227.88,30.00,92.00,80.00
1066.0850,7.00,100.00,1978.00,393.81,379.00,1.45,82.00,1.15,2.24,170428.00,1246.87,30.00,92.00,80.00
1066.0850,7.00,100.00,1978.00,393.81,379.00,1.45,82.00,1.15,2.24,170428.00,1246.87,30.00,92.00,80.00
1066.0850,7.00,100.00,1978.00,393.81,379.00,1.45,82.00,1.15,2.24,170428.00,1246.87,30.00,92.00,80.00
1066.0850,7.00,100.00,1978.00,393.81,379.00,1.45,82.00,1.15,2.24,170428.00,1246.87,30.00,92.00,80.00
1066.7510,7.00,100.00,1978.00,393.81,379.00,1.45,82.00,1.15,2.24,170428.00,1246.87,30.00,92.00,80.00
1066.7510,7.00,103.00,1978.00,393.81,379.00,1.45,82.00,1.15,2.24,170428.00,1246.87,30.00,92.00,80.00
1066.7510,7.00,103.00,2028.00,393.81,379.00,1.45,82.00,1.15,2.24,170428.00,1246.87,30.00,92.00,80.00
1066.7510,7.00,103.00,2028.00,392.55,379.00,1.45,82.00,1.15,2.24,170428.00,1246.87,30.00,92.00,80.00
1066.7510,7.00,103.00,2028.00,392.55,378.50,1.45,82.00,1.15,2.24,170428.00,1246.87,30.00,92.00,80.00
1066.7510,7.00,103.00,2028.00,392.55,378.50,1.49,82.00,1.15,2.24,170428.00,1246.87,30.00,92.00,80.00
1066.7510,7.00,103.00,2028.00,392.55,378.50,1.49,82.00,1.15,2.24,170428.00,1246.87,30.00,92.00,80.00
1066.7510,7.00,103.00,2028.00,392.55,378.50,1.49,82.00,1.06,2.24,170428.00,1246.87,30.00,92.00,80.00
1066.7510,7.00,103.00,2028.00,392.55,378.50,1.49,82.00,1.06,2.27,170428.00,1246.87,30.00,92.00,80.00
1066.7510,7.00,103.00,2028.00,392.55,378.50,1.49,82.00,1.06,2.27,172328.00,1246.87,30.00,92.00,80.00
1066.7510,7.00,103.00,2028.00,392.55,378.50,1.49,82.00,1.06,2.27,172328.00,1262.58,30.00,92.00,80.00
1066.7510,7.00,103.00,2028.00,392.55,378.50,1.49,82.00,1.06,2.27,172328.00,1262.58,30.00,92.00,80.00
1066.7510,7.00,103.00,2028.00,392.55,378.50,1.49,82.00,1.06,2.27,172328.00,1262.58,30.00,92.00,80.00
1066.7510,7.00,103.00,2028.00,392.55,378.50,1.49,82.00,1.06,2.27,172328.00,1262.58,30.00,92.00,80.00
1067.4170,7.00,103.00,2028.00,392.55,378.50,1.49,82.00,1.06,2.27,172328.00,1262.58,30.00,92.00,80.00
1067.4170,7.00,106.00,2028.00,392.55,378.50,1.49,82.00,1.06,2.27,172328.00,1262.58,30.00,92.00,80.00
1067.4170,7.00,106.00,2076.00,392.55,378.50,1.49,82.00,1.06,2.27,172328.00,1262.58,30.00,92.00,80.00
1067.4170,7.00,106.00,2076.00,393.12,378.50,1.49,82.00,1.06,2.27,172328.00,1262.58,30.00,92.00,80.00
1067.4170,7.00,106.00,2076.00,393.12,379.70,1.49,82.00,1.06,2.27,172328.00,1262.58,30.00,92.00,80.00
1067.4170,7.00,106.00,2076.00,393.12,379.70,1.50,82.00,1.06,2.27,172328.00,1262.58,30.00,92.00,80.00
1067.4170,7.00,106.00,2076.00,393.12,379.70,1.50,82.00,1.06,2.27,172328.00,1262.58,30.00,92.00,80.00
1067.4170,7.00,106.00,2076.00,393.12,379.70,1.50,82.00,1.08,2.27,172328.00,1262.58,30.00,92.00,80.00
1067.4170,7.00,106.00,2076.00,393.12,379.70,1.50,82.00,1.08,2.30,172328.00,1262.58,30.00,92.00,80.00
1067.4170,7.00,106.00,2076.00,393.12,379.70,1.50,82.00,1.08,2.30,172957.00,1262.58,30.00,92.00,80.00
1067.4170,7.00,106.00,2076.00,393.12,379.70,1.50,82.00,1.08,2.30,172957.00,1280.66,30.00,92.00,80.00
1067.4170,7.00,106.00,2076.00,393.12,379.70,1.50,82.00,1.08,2.30,172957.00,1280.66,30.00,92.00,80.00
1067.4170,7.00,106.00,2076.00,393.12,379.70,1.50,82.00,1.08,2.30,172957.00,1280.66,30.00,92.00,80.00
1067.4170,7.00,106.00,2076.00,393.12,379.70,1.50,82.00,1.08,2.30,172957.00,1280.66,30.00,92.00,80.00
1068.1160,7.00,106.00,2076.00,393.12,379.70,1.50,82.00,1.08,2.30,172957.00,1280.66,30.00,92.00,80.00
1068.1160,7.00,108.00,2076.00,393.12,379.70,1.50,82.00,1.08,2.30,172957.00,1280.66,30.00,92.00,80.00
1068.1160,7.00,108.00,2126.00,393.12,379.70,1.50,82.00,1.08,2.30,172957.00,1280.66,30.00,92.00,80.00
1068.1160,7.00,108.00,2126.00,391.86,379.70,1.50,82.00,1.08,2.30,172957.00,1280.66,30.00,92.00,80.00
1068.1160,7.00,108.00,2126.00,391.86,379.10,1.50,82.00,1.08,2.30,172957.00,1280.66,30.00,92.00,80.00
1068.1160,7.00,108.00,2126.00,391.86,379.10,1.52,82.00,1.08,2.30,172957.00,1280.66,30.00,92.00,80.00
1068.1160,7.00,108.00,2126.00,391.86,379.10,1.52,82.00,1.08,2.30,172957.00,1280.66,30.00,92.00,80.00
1068.1160,7.00,108.00,2126.00,391.86,379.10,1.52,82.00,1.09,2.30,172957.00,1280.66,30.00,92.00,80.00
1068.1160,7.00,108.00,2126.00,391.86,379.10,1.52,82.00,1.09,2.32,172957.00,1280.66,30.00,92.00,80.00
1068.1160,7.00,108.00,2126.00,391.86,379.10,1.52,82.00,1.09,2.32,174109.00,1280.66,30.00,92.00,80.00
1068.1160,7.00,108.00,2126.00,391.86,379.10,1.52,82.00,1.09,2.32,174109.00,1296.54,30.00,92.00,80.00
1068.1160,7.00,108.00,2126.00,391.86,379.10,1.52,82.00,1.09,2.32,174109.00,1296.54,30.00,92.00,80.00
1068.1160,7.00,108.00,2126.00,391.86,379.10,1.52,82.00,1.09,2.32,174109.00,1296.54,30.00,92.00,80.00
1068.1160,7.00,108.00,2126.00,391.86,379.10,1.52,82.00,1.09,2.32,174109.00,1296.54,30.00,92.00,80.00
1068.7850,7.00,108.00,2126.00,391.86,379.10,1.52,82.00,1.09,2.32,174109.00,1296.54,30.00,92.00,80.00
1068.7850,7.00,111.00,2126.00,391.86,379.10,1.52,82.00,1.09,2.32,174109.00,1296.54,30.00,92.00,80.00
1068.7850,7.00,111.00,2179.00,391.86,379.10,1.52,82.00,1.09,2.32,174109.00,1296.54,30.00,92.00,80.00
1068.7850,7.00,111.00,2179.00,391.75,379.10,1.52,82.00,1.09,2.32,174109.00,1296.54,30.00,92.00,80.00
1068.7850,7.00,111.00,2179.00,391.75,379.50,1.52,82.00,1.09,2.32,174109.00,1296.54,30.00,92.00,80.00
1068.7850,7.00,111.00,2179.00,391.75,379.50,1.55,82.00,1.09,2.32,174109.00,1296.54,30.00,92.00,80.00
1068.7850,7.00,111.00,2179.00,391.75,379.50,1.55,83.00,1.09,2.32,174109.00,1296.54,30.00,92.00,80.00
1068.7850,7.00,111.00,2179.00,391.75,379.50,1.55,83.00,1.08,2.32,174109.00,1296.54,30.00,92.00,80.00
1068.7850,7.00,111.00,2179.00,391.75,379.50,1.55,83.00,1.08,2.37,174109.00,1296.54,30.00,92.00,80.00
1068.7850,7.00,111.00,2179.00,391.75,379.50,1.55,83.00,1.08,2.37,175238.00,1296.54,30.00,92.00,80.00
1068.7850,7.00,111.00,2179.00,391.75,379.50,1.55,83.00,1.08,2.37,175238.00,1307.57,30.00,92.00,80.00
1068.7850,7.00,111.00,2179.00,391.75,379.50,1.55,83.00,1.08,2.37,175238.00,1307.57,30.00,92.00,80.00
1068.7850,7.00,111.00,2179.00,391.75,379.50,1.55,83.00,1.08,2.37,175238.00,1307.57,30.00,92.00,80.00
1068.7850,7.00,111.00,2179.00,391.75,379.50,1.55,83.00,1.08,2.37,175238.00,1307.57,30.00,92.00,80.00
1069.4659,7.00,111.00,2179.00,391.75,379.50,1.55,83.00,1.08,2.37,175238.00,1307.57,30.00,92.00,80.00
1069.4659,7.00,114.00,2179.00,391.75,379.50,1.55,83.00,1.08,2.37,175238.00,1307.57,30.00,92.00,80.00
1069.4659,7.00,114.00,2230.00,391.75,379.50,1.55,83.00,1.08,2.37,175238.00,1307.57,30.00,92.00,80.00
1069.4659,7.00,114.00,2230.00,391.29,379.50,1.55,83.00,1.08,2.37,175238.00,1307.57,30.00,92.00,80.00
1069.4659,7.00,114.00,2230.00,391.29,379.40,1.55,83.00,1.08,2.37,175238.00,1307.57,30.00,92.00,80.00
1069.4659,7.00,114.00,2230.00,391.29,379.40,1.56,83.00,1.08,2.37,175238.00,1307.57,30.00,92.00,80.00
1069.4659,7.00,114.00,2230.00,391.29,379.40,1.56,82.00,1.08,2.37,175238.00,1307.57,30.00,92.00,80.00
1069.4659,7.00,114.00,2230.00,391.29,379.40,1.56,82.00,1.10,2.37,175238.00,1307.57,30.00,92.00,80.00
1069.4659,7.00,114.00,2230.00,391.29,379.40,1.56,82.00,1.10,2.39,175238.00,1307.57,30.00,92.00,80.00
1069.4659,7.00,114.00,2230.00,391.29,379.40,1.56,82.00,1.10,2.39,176226.00,1307.57,30.00,92.00,80.00
1069.4659,7.00,114.00,2230.00,391.29,379.40,1.56,82.00,1.10,2.39,176226.00,1326.48,30.00,92.00,80.00
1069.4659,7.00,114.00,2230.00,391.29,379.40,1.56,82.00,1.10,2.39,176226.00,1326.48,30.00,92.00,80.00
1069.4659,7.00,114.00,2230.00,391.29,379.40,1.56,82.00,1.10,2.39,176226.00,1326.48,30.00,92.00,80.00
1069.4659,7.00,114.00,2230.00,391.29,379.40,1.56,82.00,1.10,2.39,176226.00,1326.48,30.00,92.00,80.00
1070.1460,7.00,114.00,2230.00,391.29,379.40,1.56,82.00,1.10,2.39,176226.00,1326.48,30.00,92.00,80.00
1070.1460,7.00,116.00,2230.00,391.29,379.40,1.56,82.00,1.10,2.39,176226.00,1326.48,30.00,92.00,80.00
1070.1460,7.00,116.00,2275.00,391.29,379.40,1.56,82.00,1.10,2.39,176226.00,1326.48,30.00,92.00,80.00
1070.1460,7.00,116.00,2275.00,392.09,379.40,1.56,82.00,1.10,2.39,176226.00,1326.48,30.00,92.00,80.00
1070.1460,7.00,116.00,2275.00,392.09,379.70,1.56,82.00,1.10,2.39,176226.00,1326.48,30.00,92.00,80.00
1070.1460,7.00,116.00,2275.00,392.09,379.70,1.58,82.00,1.10,2.39,176226.00,1326.48,30.00,92.00,80.00
1070.1460,7.00,116.00,2275.00,392.09,379.70,1.58,82.00,1.10,2.39,176226.00,1326.48,30.00,92.00,80.00
1070.1460,7.00,116.00,2275.00,392.09,379.70,1.58,82.00,0.99,2.39,176226.00,1326.48,30.00,92.00,80.00
1070.1460,7.00,116.00,2275.00,392.09,379.70,1.58,82.00,0.99,2.42,176226.00,1326.48,30.00,92.00,80.00
1070.1460,7.00,116.00,2275.00,392.09,379.70,1.58,82.00,0.99,2.42,176978.00,1326.48,30.00,92.00,80.00
1070.1460,7.00,116.00,2275.00,392.09,379.70,1.58,82.00,0.99,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.1460,7.00,116.00,2275.00,392.09,379.70,1.58,82.00,0.99,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.1460,7.00,116.00,2275.00,392.09,379.70,1.58,82.00,0.99,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.1460,7.00,116.00,2275.00,392.09,379.70,1.58,82.00,0.99,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.8440,7.00,116.00,2275.00,392.09,379.70,1.58,82.00,0.99,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.8440,7.00,119.00,2275.00,392.09,379.70,1.58,82.00,0.99,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.8440,7.00,119.00,2326.00,392.09,379.70,1.58,82.00,0.99,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.8440,7.00,119.00,2326.00,391.40,379.70,1.58,82.00,0.99,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.8440,7.00,119.00,2326.00,391.40,379.70,1.58,82.00,0.99,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.8440,7.00,119.00,2326.00,391.40,379.70,1.59,82.00,0.99,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.8440,7.00,119.00,2326.00,391.40,379.70,1.59,82.00,0.99,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.8440,7.00,119.00,2326.00,391.40,379.70,1.59,82.00,1.08,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.8440,7.00,119.00,2326.00,391.40,379.70,1.59,82.00,1.08,2.42,176978.00,1337.15,30.00,92.00,80.00
1070.8440,7.00,119.00,2326.00,391.40,379.70,1.59,82.00,1.08,2.42,177069.00,1337.15,30.00,92.00,80.00
1070.8440,7.00,119.00,2326.00,391.40,379.70,1.59,82.00,1.08,2.42,177069.00,1391.16,30.00,92.00,80.00
1070.8440,7.00,119.00,2326.00,391.40,379.70,1.59,82.00,1.08,2.42,177069.00,1391.16,30.00,92.00,80.00
1070.8440,7.00,119.00,2326.00,391.40,379.70,1.59,82.00,1.08,2.42,177069.00,1391.16,30.00,92.00,80.00
1070.8440,7.00,119.00,2326.00,391.40,379.70,1.59,82.00,1.08,2.42,177069.00,1391.16,30.00,92.00,80.00
1071.5140,7.00,119.00,2326.00,391.40,379.70,1.59,82.00,1.08,2.42,177069.00,1391.16,30.00,92.00,80.00
1071.5140,7.00,121.00,2326.00,391.40,379.70,1.59,82.00,1.08,2.42,177069.00,1391.16,30.00,92.00,80.00
1071.5140,7.00,121.00,2360.00,391.40,379.70,1.59,82.00,1.08,2.42,177069.00,1391.16,30.00,92.00,80.00
1071.5140,7.00,121.00,2360.00,391.75,379.70,1.59,82.00,1.08,2.42,177069.00,1391.16,30.00,92.00,80.00
1071.5140,7.00,121.00,2360.00,391.75,379.00,1.59,82.00,1.08,2.42,177069.00,1391.16,30.00,92.00,80.00
1071.5140,7.00,121.00,2360.00,391.75,379.00,1.59,82.00,1.08,2.42,177069.00,1391.16,30.00,92.00,80.00
1071.5140,7.00,121.00,2360.00,391.75,379.00,1.59,78.00,1.08,2.42,177069.00,1391.16,30.00,92.00,80.00
1071.5140,7.00,121.00,2360.00,391.75,379.00,1.59,78.00,0.76,2.42,177069.00,1391.16,30.00,92.00,80.00
1071.5140,7.00,121.00,2360.00,391.75,379.00,1.59,78.00,0.76,2.41,177069.00,1391.16,30.00,92.00,80.00
1071.5140,7.00,121.00,2360.00,391.75,379.00,1.59,78.00,0.76,2.41,177249.00,1391.16,30.00,92.00,80.00
1071.5140,7.00,121.00,2360.00,391.75,379.00,1.59,78.00,0.76,2.41,177249.00,1370.24,30.00,92.00,80.00
1071.5140,7.00,121.00,2360.00,391.75,379.00,1.59,78.00,0.76,2.41,177249.00,1370.24,30.00,92.00,80.00
1071.5140,7.00,121.00,2360.00,391.75,379.00,1.59,78.00,0.76,2.41,177249.00,1370.24,30.00,92.00,80.00
1071.5140,7.00,121.00,2360.00,391.75,379.00,1.59,78.00,0.76,2.41,177249.00,1370.24,30.00,92.00,80.00
1072.1940,7.00,121.00,2360.00,391.75,379.00,1.59,78.00,0.76,2.41,177249.00,1370.24,30.00,92.00,80.00
1072.1940,7.00,123.00,2360.00,391.75,379.00,1.59,78.00,0.76,2.41,177249.00,1370.24,30.00,92.00,80.00
1072.1940,7.00,123.00,2409.00,391.75,379.00,1.59,78.00,0.76,2.41,177249.00,1370.24,30.00,92.00,80.00
1072.1940,7.00,123.00,2409.00,390.94,379.00,1.59,78.00,0.76,2.41,177249.00,1370.24,30.00,92.00,80.00
1072.1940,7.00,123.00,2409.00,390.94,379.70,1.59,78.00,0.76,2.41,177249.00,1370.24,30.00,92.00,80.00
1072.1940,7.00,123.00,2409.00,390.94,379.70,1.59,78.00,0.76,2.41,177249.00,1370.24,30.00,92.00,80.00
1072.1940,7.00,123.00,2409.00,390.94,379.70,1.59,77.00,0.76,2.41,177249.00,1370.24,30.00,92.00,80.00
1072.1940,7.00,123.00,2409.00,390.94,379.70,1.59,77.00,0.92,2.41,177249.00,1370.24,30.00,92.00,80.00
1072.1940,7.00,123.00,2409.00,390.94,379.70,1.59,77.00,0.92,2.44,177249.00,1370.24,30.00,92.00,80.00
1072.1940,7.00,123.00,2409.00,390.94,379.70,1.59,77.00,0.92,2.44,177310.00,1370.24,30.00,92.00,80.00
1072.1940,7.00,123.00,2409.00,390.94,379.70,1.59,77.00,0.92,2.44,177310.00,1421.97,30.00,92.00,80.00
1072.1940,7.00,123.00,2409.00,390.94,379.70,1.59,77.00,0.92,2.44,177310.00,1421.97,29.00,92.00,80.00
1072.1940,7.00,123.00,2409.00,390.94,379.70,1.59,77.00,0.92,2.44,177310.00,1421.97,29.00,92.00,80.00
1072.1940,7.00,123.00,2409.00,390.94,379.70,1.59,77.00,0.92,2.44,177310.00,1421.97,29.00,92.00,80.00
1072.8430,7.00,123.00,2409.00,390.94,379.70,1.59,77.00,0.92,2.44,177310.00,1421.97,29.00,92.00,80.00
1072.8430,7.00,126.00,2409.00,390.94,379.70,1.59,77.00,0.92,2.44,177310.00,1421.97,29.00,92.00,80.00
1072.8430,7.00,126.00,2448.00,390.94,379.70,1.59,77.00,0.92,2.44,177310.00,1421.97,29.00,92.00,80.00
1072.8430,7.00,126.00,2448.00,389.80,379.70,1.59,77.00,0.92,2.44,177310.00,1421.97,29.00,92.00,80.00
1072.8430,7.00,126.00,2448.00,389.80,378.80,1.59,77.00,0.92,2.44,177310.00,1421.97,29.00,92.00,80.00
